trip_id,person_id,household_id,age,sex,employment,purpose,mode,duration_min,distance_km,num_persons,household_income,car_ownership
2120895481,2120895481,212089548,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as passenger,15.0,3.75,2,0.8182308142103268,One
2120895482,2120895482,212089548,46-55 years,Man,Self-employed,Usual workplace,Car as driver,40.0,10.0,2,1.318947547664047,One
2120895491,2120895491,212089549,18-24 years,Woman,Working at part time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Metro,40.0,10.0,2,1.1680184442194046,None
2120895493,2120895493,212089549,14-15 years,Woman,Studying at school,Secondary School,Bus (local bus),25.0,6.25,2,0.6792175002843309,None
2120895501,2120895501,212089550,46-55 years,Man,Self-employed,Usual workplace,Car as driver,40.0,10.0,3,1.318947547664047,One
2120895506,2120895506,212089550,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Metro,40.0,10.0,3,0.8182308142103268,None
2120895507,2120895507,212089550,16-17 years,Woman,Studying at school,Ttutor/student,Bus (local bus),30.0,7.5,3,0.9085998630188142,None
2120901701,2120901701,212090170,56-65 years,Woman,Working at full time job(s),Health center/Doctor,Bus (local bus),20.0,5.0,2,0.6254296922541548,One
2120901703,2120901703,212090170,25-35 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,2,1.0405488309535824,None
2120901711,2120901711,212090171,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),90.0,22.5,2,0.8987541627278769,None
2120901712,2120901712,212090171,18-24 years,Woman,Student (of university or vocational college),,,,,2,1.1680184442194046,None
2120901721,2120901721,212090172,46-55 years,Woman,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),40.0,10.0,2,0.8987541627278769,None
2120901722,2120901722,212090172,56-65 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Marshrutka (local),40.0,10.0,2,0.9454076260111136,None
2120901731,2120901731,212090173,36-45 years,Woman,Working at full time job(s),Usual workplace,Metro,60.0,15.0,1,0.8182308142103268,None
2120902141,2120902141,212090214,46-55 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),30.0,7.5,2,0.8987541627278769,None
2120902144,2120902144,212090214,16-17 years,Woman,Studying at school,Courses/clubs/sections/other educational facilities,Marshrutka (local),15.0,3.75,2,0.9085998630188142,None
2120902151,2120902151,212090215,46-55 years,Woman,Housewife/ houseman,"Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),25.0,6.25,2,0.8987541627278769,One
2120902152,2120902152,212090215,36-45 years,Man,Working at full time job(s),Usual workplace,Car as passenger,40.0,10.0,2,1.226524444430224,None
2120902161,2120902161,212090216,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,2,0.8987541627278769,None
2120902163,2120902163,212090216,18-24 years,Man,"Unemployed, searching for job",,,,,2,1.3467554790918572,None
2120905441,2120905441,212090544,18-24 years,Woman,Student (of university or vocational college),University,Bus (local bus),40.0,10.0,1,1.1680184442194046,None
2120905451,2120905451,212090545,56-65 years,Woman,"Retired, not working","Visiting home of other people (parents, relatives, friends etc)",Metro,30.0,7.5,1,0.6254296922541548,None
2120905461,2120905461,212090546,25-35 years,Woman,Working at full time job(s),,,,,1,1.0405488309535824,None
2120905471,2120905471,212090547,56-65 years,Woman,Working at full time job(s),"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),40.0,10.0,1,0.6254296922541548,None
2120905481,2120905481,212090548,56-65 years,Woman,Working at full time job(s),Usual workplace,Metro,45.0,11.25,2,0.6254296922541548,None
2120905482,2120905482,212090548,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2120905491,2120905491,212090549,66 and more,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,1,0.6578800871293811,One
2121204491,2121204491,212120449,56-65 years,Woman,Working at full time job(s),,,,,2,4.44257048266213,None
2121204492,2121204492,212120449,66 and more,Man,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Car as driver,25.0,6.25,2,4.885387311284171,One
2121204501,2121204501,212120450,36-45 years,Man,"Unemployed, searching for job",,,,,1,18.982593336235094,None
2121206601,2121206601,212120660,66 and more,Man,"Retired, not working",Domicile,Car as driver,15.0,3.75,1,4.885387311284171,One
2121213541,2121213541,212121354,66 and more,Woman,"Retired, not working",,,,,1,4.44257048266213,None
2121214921,2121214921,212121492,46-55 years,Woman,Working at part time job(s),"Services and administrative needs (city service centers, banks, etc)",Car as passenger,30.0,7.5,1,0.8987541627278769,One
2121216751,2121216751,212121675,66 and more,Man,"Retired, not working",Domicile,Intercity marshrutka (regional and long-distance),30.0,7.5,1,4.885387311284171,None
2121226791,2121226791,212122679,66 and more,Woman,"Retired, not working",,,,,1,0.4336121379415606,None
2121227331,2121227331,212122733,25-35 years,Woman,Housewife/ houseman,"Services and administrative needs (city service centers, banks, etc)",Car as driver,30.0,7.5,2,1.0405488309535824,One
2121227332,2121227332,212122733,14-15 years,Man,Studying at school,University,Metro,30.0,7.5,2,0.8838452498329735,None
2121227381,2121227381,212122738,36-45 years,Woman,Working at full time job(s),,,,,1,0.8182308142103268,None
2121227441,2121227441,212122744,25-35 years,Woman,"Unemployed, not searching for job",,,,,1,0.955779354453164,None
2121231691,2121231691,212123169,66 and more,Woman,Working at full time job(s),,,,,1,0.4336121379415606,None
2121232141,2121232141,212123214,66 and more,Woman,"Retired, not working",,,,,1,0.4336121379415606,None
2121234671,2121234671,212123467,18-24 years,Man,Student (of university or vocational college),Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,20.0,5.0,3,1.3467554790918572,None
2121234672,2121234672,212123467,36-45 years,Woman,Housewife/ houseman,,,,,3,0.8182308142103268,None
2121234673,2121234673,212123467,66 and more,Other,"Retired, not working",,,,,3,0.5761899646958017,None
2121236901,2121236901,212123690,46-55 years,Woman,Working at full time job(s),,,,,1,0.8987541627278769,None
2121237861,2121237861,212123786,56-65 years,Woman,"Retired, not working",Health center/Doctor,Bus (local bus),10.0,2.5,1,0.6254296922541548,None
2121240181,2121240181,212124018,46-55 years,Woman,Working at full time job(s),Domicile,Car as driver,15.0,3.75,3,0.9803635972195814,One
2121240182,2121240182,212124018,66 and more,Woman,"Retired, not working",,,,,3,0.4336121379415606,None
2121240183,2121240183,212124018,16-17 years,Woman,Studying at school,Courses/clubs/sections/other educational facilities,Rented car (as passenger),25.0,6.25,3,0.6605522481665052,One
2121241961,2121241961,212124196,66 and more,Woman,"Retired, not working",,,,,1,0.4336121379415606,None
2121244361,2121244361,212124436,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121244401,2121244401,212124440,18-24 years,Woman,Working at full time job(s),Usual workplace,Metro,30.0,7.5,3,1.1680184442194046,None
2121244402,2121244402,212124440,18-24 years,Woman,Working at full time job(s),,,,,3,1.1680184442194046,None
2121244403,2121244403,212124440,18-24 years,Woman,Student (of university or vocational college),Courses/clubs/sections/other educational facilities,Metro,30.0,7.5,3,1.1680184442194046,None
2121248811,2121248811,212124881,25-35 years,Woman,Housewife/ houseman,,,,,2,1.0405488309535824,None
2121248812,2121248812,212124881,46-55 years,Man,Working at part time job(s),,,,,2,1.318947547664047,None
2121250301,2121250301,212125030,36-45 years,Woman,"Unemployed, not searching for job",Beauty salon/ Facial care procedure,Car as passenger,15.0,3.75,2,9.272475288187472,One
2121250304,2121250304,212125030,56-65 years,Woman,Housewife/ houseman,,,,,2,4.44257048266213,None
2121254511,2121254511,212125451,36-45 years,Man,"Unemployed, searching for job",,,,,2,1.226524444430224,None
2121254512,2121254512,212125451,14-15 years,Man,Studying at school,Secondary School,Walking,10.0,2.5,2,0.8838452498329735,None
2121257681,2121257681,212125768,36-45 years,Woman,Working at full time job(s),,,,,1,0.8182308142103268,None
2121257991,2121257991,212125799,25-35 years,Woman,Housewife/ houseman,,,,,2,1.0405488309535824,None
2121257992,2121257992,212125799,25-35 years,Man,Working at full time job(s),,,,,2,1.5166038838578633,None
2121258001,2121258001,212125800,25-35 years,Woman,Working at full time job(s),,,,,1,1.0405488309535824,None
2121258011,2121258011,212125801,25-35 years,Woman,Working at part time job(s),,,,,2,1.0405488309535824,None
2121258012,2121258012,212125801,25-35 years,Woman,Working at part time job(s),Usual workplace,Bus (local bus),60.0,15.0,2,1.0405488309535824,None
2121258021,2121258021,212125802,66 and more,Man,"Retired, not working",,,,,1,0.6578800871293811,None
2121258031,2121258031,212125803,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,60.0,15.0,1,1.318947547664047,One
2121258041,2121258041,212125804,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2121258043,2121258043,212125804,18-24 years,Woman,Student (of university or vocational college),Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),45.0,11.25,2,1.1680184442194046,None
2121258051,2121258051,212125805,46-55 years,Man,"Unemployed, searching for job",,,,,1,1.318947547664047,None
2121258061,2121258061,212125806,25-35 years,Woman,Working at full time job(s),Usual workplace,Walking,15.0,3.75,1,1.0405488309535824,None
2121258071,2121258071,212125807,36-45 years,Woman,Housewife/ houseman,,,,,2,0.8182308142103268,None
2121258073,2121258073,212125807,14-15 years,Woman,Studying at school,,,,,2,0.6792175002843309,None
2121259031,2121259031,212125903,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121259041,2121259041,212125904,25-35 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),40.0,10.0,1,1.5166038838578633,None
2121259291,2121259291,212125929,56-65 years,Woman,Working at full time job(s),Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,15.0,3.75,1,0.6254296922541548,None
2121261181,2121261181,212126118,25-35 years,Woman,In maternity leave,,,,,1,1.0405488309535824,None
2121263881,2121263881,212126388,46-55 years,Man,Working at both main and side jobs,Usual workplace,Car as driver,30.0,7.5,1,1.318947547664047,One
2121264041,2121264041,212126404,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),20.0,5.0,5,0.8987541627278769,None
2121264042,2121264042,212126404,66 and more,Woman,"Retired, not working",,,,,5,0.5761899646958017,None
2121264043,2121264043,212126404,18-24 years,Man,Student (of university or vocational college),University,Bus (local bus),60.0,15.0,5,1.3467554790918572,None
2121264044,2121264044,212126404,46-55 years,Man,Working at full time job(s),Usual workplace,Metro,40.0,10.0,5,1.318947547664047,None
2121264045,2121264045,212126404,16-17 years,Woman,Both studying and working,Secondary School,Metro,35.0,8.75,5,0.9085998630188142,None
2121264051,2121264051,212126405,46-55 years,Other,Working at full time job(s),Usual workplace,Car as passenger,20.0,5.0,1,1.318947547664047,None
2121266381,2121266381,212126638,66 and more,Woman,Working at both main and side jobs,"Visiting home of other people (parents, relatives, friends etc)",Car as passenger,90.0,22.5,2,0.5761899646958017,One
2121266382,2121266382,212126638,25-35 years,Man,"Unemployed, searching for job","Visiting home of other people (parents, relatives, friends etc)",Car as driver,15.0,3.75,2,1.5166038838578633,One
2121266841,2121266841,212126684,56-65 years,Woman,Working at full time job(s),Accompanying/picking kids to/from courses/clubs/sections etc,Car as passenger,120.0,30.0,1,0.6176219872727928,None
2121267241,2121267241,212126724,56-65 years,Woman,Working at part time job(s),,,,,1,0.6254296922541548,None
2121269971,2121269971,212126997,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121271761,2121271761,212127176,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Metro,40.0,10.0,2,0.8182308142103268,None
2121271762,2121271762,212127176,18-24 years,Man,Student (of university or vocational college),Courses/clubs/sections/other educational facilities,Metro,60.0,15.0,2,1.3467554790918572,None
2121272431,2121272431,212127243,46-55 years,Woman,Working at full time job(s),Health center/Doctor,Bus (local bus),10.0,2.5,4,0.8987541627278769,None
2121272432,2121272432,212127243,56-65 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),45.0,11.25,4,0.9454076260111136,None
2121272433,2121272433,212127243,16-17 years,Man,Studying at school,Secondary School,Walking,5.0,1.25,4,0.9712376361785788,None
2121272434,2121272434,212127243,14-15 years,Woman,Studying at school,Domicile,Walking,20.0,5.0,4,0.6792175002843309,None
2121274201,2121274201,212127420,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121274381,2121274381,212127438,25-35 years,Woman,Housewife/ houseman,Health center/Doctor,Car as passenger,70.0,17.5,1,1.0405488309535824,One
2121275521,2121275521,212127552,46-55 years,Man,Owner or business,Summer house,Car as driver,60.0,15.0,2,1.318947547664047,One
2121275522,2121275522,212127552,66 and more,Man,"Retired, not working",,,,,2,0.6578800871293811,None
2121281691,2121281691,212128169,66 and more,Man,"Retired, but working",Sport and body-care activities,Walking,30.0,7.5,4,0.6578800871293811,None
2121281692,2121281692,212128169,66 and more,Woman,"Retired, not working",Health center/Doctor,Walking,45.0,11.25,4,0.5761899646958017,None
2121281693,2121281693,212128169,18-24 years,Man,Both studying and working,,,,,4,1.3467554790918572,None
2121281694,2121281694,212128169,46-55 years,Woman,Working at full time job(s),,,,,4,0.8987541627278769,None
2121282751,2121282751,212128275,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121288931,2121288931,212128893,56-65 years,Woman,Housewife/ houseman,,,,,2,4.44257048266213,None
2121288932,2121288932,212128893,56-65 years,Man,Working at full time job(s),Health center/Doctor,Car as driver,60.0,15.0,2,4.885387311284171,One
2121293741,2121293741,212129374,66 and more,Man,"Retired, but working",Usual workplace,Car as driver,30.0,7.5,1,0.6578800871293811,One
2121295291,2121295291,212129529,46-55 years,Woman,Housewife/ houseman,,,,,2,0.9803635972195814,None
2121295292,2121295292,212129529,46-55 years,Man,"Unemployed, searching for job","Restaurant, café or other socializing sites",Car as passenger,15.0,3.75,2,1.2956760710260384,None
2121297351,2121297351,212129735,46-55 years,Woman,Housewife/ houseman,Accompanying/picking kids to/from courses/clubs/sections etc,Bus (local bus),60.0,15.0,2,0.8987541627278769,None
2121297353,2121297353,212129735,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2121297611,2121297611,212129761,66 and more,Woman,"Retired, not working",,,,,2,4.44257048266213,None
2121297612,2121297612,212129761,66 and more,Man,"Retired, not working",,,,,2,4.885387311284171,None
2121298541,2121298541,212129854,36-45 years,Man,Working at part time job(s),,,,,3,1.226524444430224,None
2121298542,2121298542,212129854,66 and more,Woman,"Retired, not working",,,,,3,0.5761899646958017,None
2121298543,2121298543,212129854,66 and more,Man,"Retired, not working",,,,,3,0.6578800871293811,None
2121298671,2121298671,212129867,66 and more,Man,"Retired, not working",Health center/Doctor,Car as driver,60.0,15.0,3,0.5046028507701832,One
2121298672,2121298672,212129867,56-65 years,Woman,"Retired, not working",,,,,3,0.6176219872727928,None
2121298673,2121298673,212129867,25-35 years,Man,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,3,2.441963403428145,One
2121303581,2121303581,212130358,66 and more,Man,"Retired, not working",,,,,1,4.885387311284171,None
2121306071,2121306071,212130607,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),18.0,4.5,1,0.8987541627278769,None
2121308001,2121308001,212130800,56-65 years,Woman,Working at part time job(s),,,,,2,0.6254296922541548,None
2121308002,2121308002,212130800,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2121309011,2121309011,212130901,56-65 years,Man,"Retired, but working",,,,,1,0.7599740695517776,None
2121309371,2121309371,212130937,25-35 years,Man,"Unemployed, searching for job",Health center/Doctor,Personal e-scooter (or another motorized light personal vehicle),60.0,15.0,4,2.441963403428145,One
2121309372,2121309372,212130937,25-35 years,Woman,Housewife/ houseman,,,,,4,0.955779354453164,None
2121309373,2121309373,212130937,56-65 years,Woman,Housewife/ houseman,,,,,4,0.6176219872727928,None
2121309374,2121309374,212130937,36-45 years,Woman,Housewife/ houseman,,,,,4,0.5708711729343885,None
2121316231,2121316231,212131623,25-35 years,Woman,Housewife/ houseman,,,,,1,0.955779354453164,None
2121322631,2121322631,212132263,56-65 years,Woman,Working at full time job(s),,,,,1,0.6254296922541548,None
2121333551,2121333551,212133355,66 and more,Woman,"Retired, not working",,,,,1,0.4336121379415606,None
2121338311,2121338311,212133831,36-45 years,Woman,Housewife/ houseman,,,,,2,0.5708711729343885,None
2121338312,2121338312,212133831,56-65 years,Woman,Housewife/ houseman,,,,,2,0.6176219872727928,None
2121345911,2121345911,212134591,66 and more,Woman,Working at full time job(s),,,,,2,0.5761899646958017,None
2121345914,2121345914,212134591,16-17 years,Woman,Studying at school,Secondary School,Walking,10.0,2.5,2,0.9085998630188142,None
2121347321,2121347321,212134732,18-24 years,Man,Student (of university or vocational college),University,Walking,30.0,7.5,2,1.3467554790918572,One
2121347322,2121347322,212134732,18-24 years,Woman,Student (of university or vocational college),,,,,2,1.1680184442194046,None
2121348411,2121348411,212134841,25-35 years,Woman,Working at full time job(s),,,,,1,1.0405488309535824,None
2121348421,2121348421,212134842,25-35 years,Woman,Working at part time job(s),Usual workplace,Taxi passenger,30.0,7.5,2,1.0405488309535824,One
2121348423,2121348423,212134842,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2121348431,2121348431,212134843,56-65 years,Woman,"Retired, not working",,,,,1,0.6254296922541548,None
2121348441,2121348441,212134844,36-45 years,Woman,Working at full time job(s),Don't know,Walking,10.0,2.5,2,0.8182308142103268,One
2121348442,2121348442,212134844,56-65 years,Woman,"Retired, not working",,,,,2,0.6254296922541548,None
2121348451,2121348451,212134845,56-65 years,Woman,Working at full time job(s),"Services and administrative needs (city service centers, banks, etc)",Car as passenger,30.0,7.5,1,0.6254296922541548,One
2121348461,2121348461,212134846,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2121348463,2121348463,212134846,14-15 years,Man,Studying at school,Secondary School,Bus (local bus),20.0,5.0,2,0.8838452498329735,None
2121348471,2121348471,212134847,25-35 years,Woman,Working at part time job(s),Usual workplace,Marshrutka (local),60.0,15.0,1,1.0405488309535824,None
2121352811,2121352811,212135281,66 and more,Woman,"Retired, not working",,,,,4,0.4336121379415606,None
2121352812,2121352812,212135281,66 and more,Man,"Retired, not working",,,,,4,0.5046028507701832,None
2121352813,2121352813,212135281,36-45 years,Woman,Housewife/ houseman,,,,,4,0.5708711729343885,None
2121352814,2121352814,212135281,14-15 years,Woman,Studying at school,Secondary School,Marshrutka (local),40.0,10.0,4,0.5605011747471486,None
2121354091,2121354091,212135409,66 and more,Woman,"Retired, but working",,,,,1,0.5761899646958017,None
2121360461,2121360461,212136046,36-45 years,Woman,"Unemployed, not searching for job",,,,,1,0.8182308142103268,None
2121362741,2121362741,212136274,56-65 years,Woman,"Unemployed, searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Bus (local bus),15.0,3.75,3,0.6254296922541548,One
2121362742,2121362742,212136274,25-35 years,Man,Working at full time job(s),Usual workplace,Car as passenger,30.0,7.5,3,1.5166038838578633,One
2121362743,2121362743,212136274,56-65 years,Man,"Unemployed, not searching for job",Big shopping (in shopping malls / supermarkets / big markets / bazar),Walking,15.0,3.75,3,0.9454076260111136,One
2121372361,2121372361,212137236,36-45 years,Woman,Housewife/ houseman,Health center/Doctor,Car as passenger,20.0,5.0,2,0.8182308142103268,One
2121372362,2121372362,212137236,46-55 years,Man,Working at full time job(s),Health center/Doctor,Car as driver,20.0,5.0,2,1.318947547664047,One
2121375571,2121375571,212137557,56-65 years,Woman,"Retired, not working","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),38.0,9.5,2,0.6254296922541548,None
2121375572,2121375572,212137557,25-35 years,Man,Working at part time job(s),Usual workplace,Car as driver,40.0,10.0,2,1.5166038838578633,None
2121375581,2121375581,212137558,18-24 years,Man,Working at part time job(s),University,Car as driver,60.0,15.0,5,1.3467554790918572,None
2121375582,2121375582,212137558,18-24 years,Woman,Working at part time job(s),Usual workplace,Bus (local bus),90.0,22.5,5,1.1680184442194046,None
2121375583,2121375583,212137558,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),105.0,26.25,5,0.8987541627278769,None
2121375584,2121375584,212137558,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,5,0.8987541627278769,None
2121375585,2121375585,212137558,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,40.0,10.0,5,1.318947547664047,None
2121375591,2121375591,212137559,36-45 years,Man,"Unemployed, not searching for job","Daily needs shopping (in small nearby stores, on street markets etc)",Bus (local bus),40.0,10.0,2,1.226524444430224,None
2121375592,2121375592,212137559,66 and more,Woman,Working at full time job(s),,,,,2,0.5761899646958017,None
2121375601,2121375601,212137560,56-65 years,Woman,"Retired, not working","Services and administrative needs (city service centers, banks, etc)",Bus (local bus),90.0,22.5,1,0.6254296922541548,None
2121381921,2121381921,212138192,36-45 years,Woman,Housewife/ houseman,"Accompanying/picking kids to/from nursery, kindergarten",Marshrutka (local),10.0,2.5,3,0.8182308142103268,None
2121381922,2121381922,212138192,36-45 years,Man,Working at full time job(s),Usual workplace,Rented car (as driver),90.0,22.5,3,1.226524444430224,One
2121381923,2121381923,212138192,56-65 years,Woman,Housewife/ houseman,,,,,3,0.6254296922541548,None
2121381931,2121381931,212138193,46-55 years,Woman,Working at full time job(s),,,,,1,0.8987541627278769,None
2121381941,2121381941,212138194,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),60.0,15.0,2,0.8182308142103268,None
2121381942,2121381942,212138194,16-17 years,Woman,Studying at school,,,,,2,0.9085998630188142,None
2121381951,2121381951,212138195,36-45 years,Man,"Unemployed, searching for job",,,,,3,1.226524444430224,None
2121381953,2121381953,212138195,66 and more,Woman,"Retired, but working",,,,,3,0.5761899646958017,None
2121381954,2121381954,212138195,66 and more,Man,"Retired, but working",,,,,3,0.6578800871293811,None
2121381961,2121381961,212138196,36-45 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Car as driver,60.0,15.0,1,0.8182308142103268,One
2121381971,2121381971,212138197,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121381981,2121381981,212138198,46-55 years,Woman,Working at part time job(s),"Daily needs shopping (in small nearby stores, on street markets etc)",Marshrutka (local),60.0,15.0,4,0.8987541627278769,None
2121381982,2121381982,212138198,66 and more,Man,"Retired, not working",,,,,4,0.6578800871293811,None
2121381983,2121381983,212138198,56-65 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),15.0,3.75,4,0.6254296922541548,None
2121381984,2121381984,212138198,46-55 years,Man,"Unemployed, searching for job",,,,,4,1.318947547664047,None
2121383301,2121383301,212138330,46-55 years,Woman,Housewife/ houseman,Health center/Doctor,Bus (local bus),30.0,7.5,1,0.8987541627278769,None
2121383311,2121383311,212138331,36-45 years,Man,Working at full time job(s),Domicile,Metro,30.0,7.5,1,1.226524444430224,None
2121383321,2121383321,212138332,36-45 years,Man,Working at full time job(s),Usual workplace,Walking,40.0,10.0,3,1.226524444430224,None
2121383322,2121383322,212138332,36-45 years,Woman,Working at full time job(s),Usual workplace,Metro,25.0,6.25,3,0.8182308142103268,None
2121383323,2121383323,212138332,14-15 years,Woman,Studying at school,,,,,3,0.6792175002843309,None
2121386841,2121386841,212138684,18-24 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,2,1.1680184442194046,One
2121386842,2121386842,212138684,18-24 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),60.0,15.0,2,1.1680184442194046,One
2121397081,2121397081,212139708,25-35 years,Woman,Working at full time job(s),Usual workplace,Metro,15.0,3.75,4,1.0405488309535824,None
2121397082,2121397082,212139708,66 and more,Other,"Retired, not working",,,,,4,0.5761899646958017,None
2121397083,2121397083,212139708,56-65 years,Woman,"Retired, not working",,,,,4,0.6254296922541548,None
2121397084,2121397084,212139708,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2121402881,2121402881,212140288,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,3,1.226524444430224,One
2121402882,2121402882,212140288,56-65 years,Man,Working at full time job(s),Usual workplace,Bus (local bus),40.0,10.0,3,0.9454076260111136,One
2121402883,2121402883,212140288,56-65 years,Woman,Housewife/ houseman,"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),20.0,5.0,3,0.6254296922541548,One
2121419001,2121419001,212141900,46-55 years,Man,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,4,1.318947547664047,One
2121419002,2121419002,212141900,46-55 years,Woman,Working at full time job(s),Usual workplace,Car as driver,30.0,7.5,4,0.8987541627278769,One
2121419003,2121419003,212141900,16-17 years,Woman,Studying at school,Courses/clubs/sections/other educational facilities,Bus (local bus),45.0,11.25,4,0.9085998630188142,None
2121419004,2121419004,212141900,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2121422191,2121422191,212142219,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,60.0,15.0,3,1.226524444430224,One
2121422192,2121422192,212142219,36-45 years,Woman,"Unemployed, not searching for job",Secondary School,Walking,15.0,3.75,3,0.8182308142103268,None
2121422193,2121422193,212142219,46-55 years,Woman,Working at full time job(s),,,,,3,0.8987541627278769,None
2121422201,2121422201,212142220,66 and more,Man,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,1,0.6578800871293811,One
2121422211,2121422211,212142221,36-45 years,Woman,Working at full time job(s),Usual workplace,Marshrutka (local),90.0,22.5,4,0.8182308142103268,None
2121422212,2121422212,212142221,36-45 years,Man,Working at full time job(s),,,,,4,1.226524444430224,None
2121422213,2121422213,212142221,16-17 years,Man,Studying at school,,,,,4,0.9712376361785788,None
2121422214,2121422214,212142221,14-15 years,Woman,Studying at school,Secondary School,Walking,10.0,2.5,4,0.6792175002843309,None
2121440421,2121440421,212144042,66 and more,Woman,"Retired, not working",,,,,1,0.5761899646958017,None
2121442641,2121442641,212144264,46-55 years,Man,Working at full time job(s),Domicile,Car as driver,45.0,11.25,2,1.318947547664047,One
2121442642,2121442642,212144264,46-55 years,Woman,Working at full time job(s),,,,,2,0.8987541627278769,None
2121442651,2121442651,212144265,36-45 years,Woman,Working at full time job(s),Usual workplace,Car as driver,10.0,2.5,4,0.8182308142103268,One
2121442652,2121442652,212144265,46-55 years,Man,Working at full time job(s),,,,,4,1.318947547664047,None
2121442653,2121442653,212144265,66 and more,Woman,"Retired, not working",,,,,4,0.5761899646958017,None
2121442654,2121442654,212144265,16-17 years,Man,Studying at school,,,,,4,0.9712376361785788,None
2121442661,2121442661,212144266,25-35 years,Woman,Housewife/ houseman,"Accompanying/picking kids to/from nursery, kindergarten",Walking,15.0,3.75,1,1.0405488309535824,One
2121442671,2121442671,212144267,66 and more,Woman,"Retired, not working",,,,,2,0.5761899646958017,None
2121442674,2121442674,212144267,18-24 years,Woman,Student (of university or vocational college),"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),20.0,5.0,2,1.1680184442194046,None
2121465051,2121465051,212146505,18-24 years,Woman,Student (of university or vocational college),University,Bus (local bus),60.0,15.0,1,1.1680184442194046,None
2121465061,2121465061,212146506,46-55 years,Woman,Working at full time job(s),"Visiting home of other people (parents, relatives, friends etc)",Bus (local bus),60.0,15.0,1,0.8987541627278769,None
2121465071,2121465071,212146507,25-35 years,Woman,Working at full time job(s),Usual workplace,Metro,90.0,22.5,1,1.0405488309535824,None
2121465081,2121465081,212146508,46-55 years,Woman,Working at full time job(s),Usual workplace,Bus (local bus),45.0,11.25,2,0.8987541627278769,None
2121465082,2121465082,212146508,46-55 years,Man,Working at full time job(s),,,,,2,1.318947547664047,None
2121466371,2121466371,212146637,36-45 years,Woman,Housewife/ houseman,,,,,2,0.8182308142103268,None
2121466372,2121466372,212146637,36-45 years,Man,Working at full time job(s),Usual workplace,Car as driver,20.0,5.0,2,1.226524444430224,One
